"imd_decile","sex","age","rate1000","population_imd","RR_imd"
1,"Females",99,524.524930742076,2802181,1.38071754610397
1,"Females",100,595.996393798602,2802181,1.38071754610397
2,"Females",0,4.52817239049655,2856460,1.26414639600685
2,"Females",1,0.274319767933487,2856460,1.26414639600685
2,"Females",2,0.161810738688877,2856460,1.26414639600685
2,"Females",3,0.128942932392699,2856460,1.26414639600685
2,"Females",4,0.0846978085324593,2856460,1.26414639600685
2,"Females",5,0.11250902924461,2856460,1.26414639600685
2,"Females",6,0.102395858076555,2856460,1.26414639600685
2,"Females",7,0.078377076552425,2856460,1.26414639600685
2,"Females",8,0.0821695157404455,2856460,1.26414639600685
2,"Females",9,0.0720563445723907,2856460,1.26414639600685
2,"Females",10,0.0821695157404455,2856460,1.26414639600685
2,"Females",11,0.0796412229484318,2856460,1.26414639600685
2,"Females",12,0.0720563445723907,2856460,1.26414639600685
2,"Females",13,0.101131711680548,2856460,1.26414639600685
2,"Females",14,0.115037322036624,2856460,1.26414639600685
2,"Females",15,0.122622200412665,2856460,1.26414639600685
2,"Females",16,0.185829520213008,2856460,1.26414639600685
2,"Females",17,0.20099927696509,2856460,1.26414639600685
2,"Females",18,0.265470743161439,2856460,1.26414639600685
2,"Females",19,0.240187815241302,2856460,1.26414639600685
2,"Females",20,0.219961472905193,2856460,1.26414639600685
2,"Females",21,0.24524440082533,2856460,1.26414639600685
2,"Females",22,0.259150011181405,2856460,1.26414639600685
2,"Females",23,0.237659522449289,2856460,1.26414639600685
2,"Females",24,0.264206596765433,2856460,1.26414639600685
2,"Females",25,0.300866842249631,2856460,1.26414639600685
2,"Females",26,0.319829038189734,2856460,1.26414639600685
2,"Females",27,0.332470502149803,2856460,1.26414639600685
2,"Females",28,0.371659040426015,2856460,1.26414639600685
2,"Females",29,0.366602454841988,2856460,1.26414639600685
2,"Females",30,0.433602213830351,2856460,1.26414639600685
2,"Females",31,0.44624367779042,2856460,1.26414639600685
2,"Females",32,0.528413193530865,2856460,1.26414639600685
2,"Females",33,0.549903682262982,2856460,1.26414639600685
2,"Females",34,0.643450515567489,2856460,1.26414639600685
2,"Females",35,0.683903200239708,2856460,1.26414639600685
2,"Females",36,0.720563445723907,2856460,1.26414639600685
2,"Females",37,0.922826869085004,2856460,1.26414639600685
2,"Females",38,0.867204427660702,2856460,1.26414639600685
2,"Females",39,0.950638089797154,2856460,1.26414639600685
2,"Females",40,1.02395858076555,2856460,1.26414639600685
2,"Females",41,1.13393931721815,2856460,1.26414639600685
2,"Females",42,1.27552371357092,2856460,1.26414639600685
2,"Females",43,1.36274981489539,2856460,1.26414639600685
2,"Females",44,1.56627738465249,2856460,1.26414639600685
2,"Females",45,1.69522031704519,2856460,1.26414639600685
2,"Females",46,1.8620876413181,2856460,1.26414639600685
2,"Females",47,2.01631350163093,2856460,1.26414639600685
2,"Females",48,2.20593546103196,2856460,1.26414639600685
2,"Females",49,2.36648205332483,2856460,1.26414639600685
2,"Females",50,2.61046230775415,2856460,1.26414639600685
2,"Females",51,2.85191426939146,2856460,1.26414639600685
2,"Females",52,3.11232842696888,2856460,1.26414639600685
2,"Females",53,3.26023355530168,2856460,1.26414639600685
2,"Females",54,3.49410063856295,2856460,1.26414639600685
2,"Females",55,3.89230675330511,2856460,1.26414639600685
2,"Females",56,4.28798457525525,2856460,1.26414639600685
2,"Females",57,4.65458703009724,2856460,1.26414639600685
2,"Females",58,5.16150973489599,2856460,1.26414639600685
2,"Females",59,5.57741389918224,2856460,1.26414639600685
2,"Females",60,6.15892124134539,2856460,1.26414639600685
2,"Females",61,6.73916443711254,2856460,1.26414639600685
2,"Females",62,7.7643871642741,2856460,1.26414639600685
2,"Females",63,8.25866840511278,2856460,1.26414639600685
2,"Females",64,8.94636404454051,2856460,1.26414639600685
2,"Females",65,9.82747408255729,2856460,1.26414639600685
2,"Females",66,10.5669997242213,2856460,1.26414639600685
2,"Females",67,11.5555622058987,2856460,1.26414639600685
2,"Females",68,12.8715386041418,2856460,1.26414639600685
2,"Females",69,13.8790632817593,2856460,1.26414639600685
2,"Females",70,15.316397734019,2856460,1.26414639600685
2,"Females",71,16.5034311998695,2856460,1.26414639600685
2,"Females",72,18.9419695977667,2856460,1.26414639600685
2,"Females",73,21.7041294730417,2856460,1.26414639600685
2,"Females",74,23.7773295624929,2856460,1.26414639600685
2,"Females",75,26.6153382215283,2856460,1.26414639600685
2,"Females",76,30.058873004251,2856460,1.26414639600685
2,"Females",77,34.0902358611168,2856460,1.26414639600685
2,"Females",78,38.6474836187216,2856460,1.26414639600685
2,"Females",79,43.4600889483196,2856460,1.26414639600685
2,"Females",80,48.7935225930726,2856460,1.26414639600685
2,"Females",81,55.0788584740186,2856460,1.26414639600685
2,"Females",82,62.5600768455872,2856460,1.26414639600685
2,"Females",83,72.5025882501811,2856460,1.26414639600685
2,"Females",84,82.3844206277667,2856460,1.26414639600685
2,"Females",85,94.4835657839483,2856460,1.26414639600685
2,"Females",86,108.810136889894,2856460,1.26414639600685
2,"Females",87,123.706838020439,2856460,1.26414639600685
2,"Females",88,142.819467381666,2856460,1.26414639600685
2,"Females",89,160.161027642088,2856460,1.26414639600685
2,"Females",90,180.839934387969,2856460,1.26414639600685
2,"Females",91,205.063507628252,2856460,1.26414639600685
2,"Females",92,231.94178830015,2856460,1.26414639600685
2,"Females",93,259.625330226304,2856460,1.26414639600685
2,"Females",94,292.644834090003,2856460,1.26414639600685
2,"Females",95,329.46056958091,2856460,1.26414639600685
2,"Females",96,367.199131940903,2856460,1.26414639600685
2,"Females",97,395.290993152967,2856460,1.26414639600685
2,"Females",98,441.304657821221,2856460,1.26414639600685
2,"Females",99,480.240366818232,2856460,1.26414639600685
2,"Females",100,545.677640861131,2856460,1.26414639600685
3,"Females",0,4.06607680869226,2904167,1.13514148763045
3,"Females",1,0.246325702815807,2904167,1.13514148763045
3,"Females",2,0.145298110416697,2904167,1.13514148763045
3,"Females",3,0.115784431738305,2904167,1.13514148763045
3,"Females",4,0.0760544796712399,2904167,1.13514148763045
3,"Females",5,0.10102759239911,2904167,1.13514148763045
3,"Females",6,0.0919464604980661,2904167,1.13514148763045
3,"Females",7,0.0703787722330877,2904167,1.13514148763045
3,"Females",8,0.073784196695979,2904167,1.13514148763045
3,"Females",9,0.0647030647949354,2904167,1.13514148763045
3,"Females",10,0.073784196695979,2904167,1.13514148763045
3,"Females",11,0.0715139137207181,2904167,1.13514148763045
3,"Females",12,0.0647030647949354,2904167,1.13514148763045
3,"Females",13,0.0908113190104357,2904167,1.13514148763045
3,"Females",14,0.103297875374371,2904167,1.13514148763045
3,"Females",15,0.110108724300153,2904167,1.13514148763045
3,"Females",16,0.166865798681676,2904167,1.13514148763045
3,"Females",17,0.180487496533241,2904167,1.13514148763045
3,"Females",18,0.238379712402394,2904167,1.13514148763045
3,"Females",19,0.215676882649785,2904167,1.13514148763045
3,"Females",20,0.197514618847698,2904167,1.13514148763045
3,"Females",21,0.220217448600307,2904167,1.13514148763045
3,"Females",22,0.232704004964241,2904167,1.13514148763045
3,"Females",23,0.213406599674524,2904167,1.13514148763045
3,"Females",24,0.237244570914763,2904167,1.13514148763045
3,"Females",25,0.270163674056046,2904167,1.13514148763045
3,"Females",26,0.287190796370503,2904167,1.13514148763045
3,"Females",27,0.298542211246807,2904167,1.13514148763045
3,"Females",28,0.333731597363351,2904167,1.13514148763045
3,"Females",29,0.329191031412829,2904167,1.13514148763045
3,"Females",30,0.389353530257243,2904167,1.13514148763045
3,"Females",31,0.400704945133547,2904167,1.13514148763045
3,"Females",32,0.474489141829526,2904167,1.13514148763045
3,"Females",33,0.493786547119244,2904167,1.13514148763045
3,"Females",34,0.577787017203897,2904167,1.13514148763045
3,"Females",35,0.614111544808071,2904167,1.13514148763045
3,"Females",36,0.647030647949354,2904167,1.13514148763045
3,"Females",37,0.828653285970226,2904167,1.13514148763045
3,"Females",38,0.778707060514486,2904167,1.13514148763045
3,"Females",39,0.853626398698095,2904167,1.13514148763045
3,"Females",40,0.919464604980661,2904167,1.13514148763045
3,"Females",41,1.01822191440451,2904167,1.13514148763045
3,"Females",42,1.14535776101912,2904167,1.13514148763045
3,"Females",43,1.22368252366562,2904167,1.13514148763045
3,"Females",44,1.40644030317412,2904167,1.13514148763045
3,"Females",45,1.52222473491243,2904167,1.13514148763045
3,"Females",46,1.67206341127965,2904167,1.13514148763045
3,"Females",47,1.81055067277056,2904167,1.13514148763045
3,"Females",48,1.98082189591513,2904167,1.13514148763045
3,"Females",49,2.12498486484419,2904167,1.13514148763045
3,"Females",50,2.34406717195687,2904167,1.13514148763045
3,"Females",51,2.56087919609429,2904167,1.13514148763045
3,"Females",52,2.79471834254616,2904167,1.13514148763045
3,"Females",53,2.92752989659892,2904167,1.13514148763045
3,"Females",54,3.13753107181055,2904167,1.13514148763045
3,"Females",55,3.49510064041414,2904167,1.13514148763045
3,"Females",56,3.85039992604247,2904167,1.13514148763045
3,"Females",57,4.1795909574553,2904167,1.13514148763045
3,"Females",58,4.63478269399511,2904167,1.13514148763045
3,"Females",59,5.00824424342553,2904167,1.13514148763045
3,"Females",60,5.53040932773553,2904167,1.13514148763045
3,"Females",61,6.05143927055791,2904167,1.13514148763045
3,"Females",62,6.9720390170262,2904167,1.13514148763045
3,"Females",63,7.4158793386897,2904167,1.13514148763045
3,"Females",64,8.03339630796067,2904167,1.13514148763045
3,"Females",65,8.82458992483909,2904167,1.13514148763045
3,"Females",66,9.4886476951029,2904167,1.13514148763045
3,"Females",67,10.3763283384299,2904167,1.13514148763045
3,"Females",68,11.5580106270532,2904167,1.13514148763045
3,"Females",69,12.4627183926947,2904167,1.13514148763045
3,"Females",70,13.7533742641305,2904167,1.13514148763045
3,"Females",71,14.8192721210155,2904167,1.13514148763045
3,"Females",72,17.0089600506546,2904167,1.13514148763045
3,"Females",73,19.4892442011271,2904167,1.13514148763045
3,"Females",74,21.3508762408411,2904167,1.13514148763045
3,"Females",75,23.8992688805714,2904167,1.13514148763045
3,"Females",76,26.9913942928767,2904167,1.13514148763045
3,"Females",77,30.6113604969302,2904167,1.13514148763045
3,"Females",78,34.703545559838,2904167,1.13514148763045
3,"Females",79,39.0250292032471,2904167,1.13514148763045
3,"Females",80,43.81419113956,2904167,1.13514148763045
3,"Females",81,49.4581146160585,2904167,1.13514148763045
3,"Females",82,56.1758819398555,2904167,1.13514148763045
3,"Females",83,65.103769740069,2904167,1.13514148763045
3,"Females",84,73.9771707488762,2904167,1.13514148763045
3,"Females",85,84.8416099269872,2904167,1.13514148763045
3,"Females",86,97.706168406303,2904167,1.13514148763045
3,"Females",87,111.08267569654,2904167,1.13514148763045
3,"Females",88,128.244879848025,2904167,1.13514148763045
3,"Females",89,143.816750775339,2904167,1.13514148763045
3,"Females",90,162.385395229998,2904167,1.13514148763045
3,"Females",91,184.136976415973,2904167,1.13514148763045
3,"Females",92,208.272354725971,2904167,1.13514148763045
3,"Females",93,233.13081816359,2904167,1.13514148763045
3,"Females",94,262.780713820498,2904167,1.13514148763045
3,"Females",95,295.839439364759,2904167,1.13514148763045
3,"Females",96,329.726818194991,2904167,1.13514148763045
3,"Females",97,354.951932333115,2904167,1.13514148763045
3,"Females",98,396.269947341375,2904167,1.13514148763045
3,"Females",99,431.232305160393,2904167,1.13514148763045
3,"Females",100,489.991769126095,2904167,1.13514148763045
4,"Females",0,3.73769608257322,2877734,1.0434662430411
4,"Females",1,0.226432174739919,2877734,1.0434662430411
4,"Females",2,0.133563679109261,2877734,1.0434662430411
4,"Females",3,0.106433556790192,2877734,1.0434662430411
4,"Females",4,0.0699122382837537,2877734,1.0434662430411
4,"Females",5,0.0928684956306579,2877734,1.0434662430411
4,"Females",6,0.0845207656863291,2877734,1.0434662430411
4,"Females",7,0.0646949070685482,2877734,1.0434662430411
4,"Females",8,0.0678253057976715,2877734,1.0434662430411
4,"Females",9,0.0594775758533427,2877734,1.0434662430411
4,"Females",10,0.0678253057976715,2877734,1.0434662430411
4,"Females",11,0.0657383733115893,2877734,1.0434662430411
4,"Females",12,0.0594775758533427,2877734,1.0434662430411
4,"Females",13,0.083477299443288,2877734,1.0434662430411
4,"Females",14,0.0949554281167401,2877734,1.0434662430411
4,"Females",15,0.101216225574987,2877734,1.0434662430411
4,"Females",16,0.153389537727042,2877734,1.0434662430411
4,"Females",17,0.165911132643535,2877734,1.0434662430411
4,"Females",18,0.219127911038631,2877734,1.0434662430411
4,"Females",19,0.198258586177809,2877734,1.0434662430411
4,"Females",20,0.181563126289151,2877734,1.0434662430411
4,"Females",21,0.202432451149973,2877734,1.0434662430411
4,"Females",22,0.213910579823425,2877734,1.0434662430411
4,"Females",23,0.196171653691727,2877734,1.0434662430411
4,"Females",24,0.21808444479559,2877734,1.0434662430411
4,"Females",25,0.248344965843782,2877734,1.0434662430411
4,"Females",26,0.263996959489398,2877734,1.0434662430411
4,"Females",27,0.274431621919809,2877734,1.0434662430411
4,"Females",28,0.306779075454083,2877734,1.0434662430411
4,"Females",29,0.302605210481919,2877734,1.0434662430411
4,"Females",30,0.357908921363097,2877734,1.0434662430411
4,"Females",31,0.368343583793508,2877734,1.0434662430411
4,"Females",32,0.43616888959118,2877734,1.0434662430411
4,"Females",33,0.453907815722878,2877734,1.0434662430411
4,"Females",34,0.53112431770792,2877734,1.0434662430411
4,"Females",35,0.564515237485235,2877734,1.0434662430411
4,"Females",36,0.594775758533427,2877734,1.0434662430411
4,"Females",37,0.761730357420003,2877734,1.0434662430411
4,"Females",38,0.715817842726195,2877734,1.0434662430411
4,"Females",39,0.784686614766907,2877734,1.0434662430411
4,"Females",40,0.845207656863291,2877734,1.0434662430411
4,"Females",41,0.935989220007867,2877734,1.0434662430411
4,"Females",42,1.05285743922847,2877734,1.0434662430411
4,"Females",43,1.12485660999831,2877734,1.0434662430411
4,"Females",44,1.29285467512792,2877734,1.0434662430411
4,"Females",45,1.39928823191812,2877734,1.0434662430411
4,"Females",46,1.53702577599954,2877734,1.0434662430411
4,"Females",47,1.66432865765055,2877734,1.0434662430411
4,"Females",48,1.82084859410672,2877734,1.0434662430411
4,"Females",49,1.95336880697294,2877734,1.0434662430411
4,"Females",50,2.15475779187987,2877734,1.0434662430411
4,"Females",51,2.35405984430072,2877734,1.0434662430411
4,"Females",52,2.56901389036719,2877734,1.0434662430411
4,"Females",53,2.691099440803,2877734,1.0434662430411
4,"Females",54,2.8841406957656,2877734,1.0434662430411
4,"Females",55,3.21283256232355,2877734,1.0434662430411
4,"Females",56,3.53943749639541,2877734,1.0434662430411
4,"Females",57,3.84204270687733,2877734,1.0434662430411
4,"Females",58,4.26047267033681,2877734,1.0434662430411
4,"Females",59,4.60377306429733,2877734,1.0434662430411
4,"Females",60,5.08376753609624,2877734,1.0434662430411
4,"Females",61,5.5627185416521,2877734,1.0434662430411
4,"Females",62,6.40896966475843,2877734,1.0434662430411
4,"Females",63,6.81696496578751,2877734,1.0434662430411
4,"Females",64,7.38461060200186,2877734,1.0434662430411
4,"Females",65,8.11190657340151,2877734,1.0434662430411
4,"Females",66,8.72233432558055,2877734,1.0434662430411
4,"Females",67,9.53832492763869,2877734,1.0434662430411
4,"Females",68,10.6245732866445,2877734,1.0434662430411
4,"Females",69,11.4562158823482,2877734,1.0434662430411
4,"Females",70,12.642637000686,2877734,1.0434662430411
4,"Females",71,13.6224518029016,2877734,1.0434662430411
4,"Females",72,15.6352981857278,2877734,1.0434662430411
4,"Females",73,17.9152719267726,2877734,1.0434662430411
4,"Females",74,19.6265565653601,2877734,1.0434662430411
4,"Females",75,21.9691382809873,2877734,1.0434662430411
4,"Females",76,24.8115403270313,2877734,1.0434662430411
4,"Females",77,28.1391541760893,2877734,1.0434662430411
4,"Females",78,31.9008499822525,2877734,1.0434662430411
4,"Females",79,35.87332596951,2877734,1.0434662430411
4,"Females",80,40.2757100489004,2877734,1.0434662430411
4,"Females",81,45.4638242093007,2877734,1.0434662430411
4,"Females",82,51.6390574356179,2877734,1.0434662430411
4,"Females",83,59.8459194371362,2877734,1.0434662430411
4,"Females",84,68.0026950589885,2877734,1.0434662430411
4,"Females",85,77.9897104711348,2877734,1.0434662430411
4,"Females",86,89.8153134035196,2877734,1.0434662430411
4,"Females",87,102.111519611516,2877734,1.0434662430411
4,"Females",88,117.887685740054,2877734,1.0434662430411
4,"Females",89,132.201955662092,2877734,1.0434662430411
4,"Females",90,149.270976465758,2877734,1.0434662430411
4,"Females",91,169.265876614912,2877734,1.0434662430411
4,"Females",92,191.452055874452,2877734,1.0434662430411
4,"Females",93,214.302923130809,2877734,1.0434662430411
4,"Females",94,241.558261399042,2877734,1.0434662430411
4,"Females",95,271.947128795128,2877734,1.0434662430411
4,"Females",96,303.097726548634,2877734,1.0434662430411
4,"Females",97,326.285633401494,2877734,1.0434662430411
4,"Females",98,364.266761181947,2877734,1.0434662430411
4,"Females",99,396.405521467613,2877734,1.0434662430411
4,"Females",100,450.419508072392,2877734,1.0434662430411
5,"Females",0,3.42029983987653,2854355,0.954857576738284
5,"Females",1,0.207204094152208,2854355,0.954857576738284
5,"Females",2,0.1222217698225,2854355,0.954857576738284
5,"Females",3,0.097395472827305,2854355,0.954857576738284
5,"Females",4,0.063975457641465,2854355,0.954857576738284
5,"Females",5,0.0849823243297073,2854355,0.954857576738284
5,"Females",6,0.077343463715801,2854355,0.954857576738284
5,"Females",7,0.0592011697577736,2854355,0.954857576738284
5,"Females",8,0.0620657424879885,2854355,0.954857576738284
5,"Females",9,0.0544268818740822,2854355,0.954857576738284
5,"Females",10,0.0620657424879885,2854355,0.954857576738284
5,"Females",11,0.0601560273345119,2854355,0.954857576738284
5,"Females",12,0.0544268818740822,2854355,0.954857576738284
5,"Females",13,0.0763886061390627,2854355,0.954857576738284
5,"Females",14,0.0868920394831838,2854355,0.954857576738284
5,"Females",15,0.0926211849436136,2854355,0.954857576738284
5,"Females",16,0.140364063780528,2854355,0.954857576738284
5,"Females",17,0.151822354701387,2854355,0.954857576738284
5,"Females",18,0.20052009111504,2854355,0.954857576738284
5,"Females",19,0.181422939580274,2854355,0.954857576738284
5,"Females",20,0.166145218352461,2854355,0.954857576738284
5,"Females",21,0.185242369887227,2854355,0.954857576738284
5,"Females",22,0.195745803231348,2854355,0.954857576738284
5,"Females",23,0.179513224426797,2854355,0.954857576738284
5,"Females",24,0.199565233538301,2854355,0.954857576738284
5,"Females",25,0.227256103263712,2854355,0.954857576738284
5,"Females",26,0.241578966914786,2854355,0.954857576738284
5,"Females",27,0.251127542682169,2854355,0.954857576738284
5,"Females",28,0.280728127561056,2854355,0.954857576738284
5,"Females",29,0.276908697254102,2854355,0.954857576738284
5,"Females",30,0.327516148821231,2854355,0.954857576738284
5,"Females",31,0.337064724588614,2854355,0.954857576738284
5,"Females",32,0.399130467076603,2854355,0.954857576738284
5,"Females",33,0.415363045881154,2854355,0.954857576738284
5,"Females",34,0.486022506559787,2854355,0.954857576738284
5,"Females",35,0.516577949015412,2854355,0.954857576738284
5,"Females",36,0.544268818740822,2854355,0.954857576738284
5,"Females",37,0.697046031018947,2854355,0.954857576738284
5,"Females",38,0.655032297642463,2854355,0.954857576738284
5,"Females",39,0.71805289770719,2854355,0.954857576738284
5,"Females",40,0.77343463715801,2854355,0.954857576738284
5,"Females",41,0.856507246334241,2854355,0.954857576738284
5,"Females",42,0.963451294928929,2854355,0.954857576738284
5,"Females",43,1.02933646772387,2854355,0.954857576738284
5,"Females",44,1.18306853757873,2854355,0.954857576738284
5,"Females",45,1.28046401040604,2854355,0.954857576738284
5,"Females",46,1.40650521053549,2854355,0.954857576738284
5,"Females",47,1.52299783489756,2854355,0.954857576738284
5,"Females",48,1.66622647140831,2854355,0.954857576738284
5,"Females",49,1.78749338365407,2854355,0.954857576738284
5,"Females",50,1.97178089596456,2854355,0.954857576738284
5,"Females",51,2.15415869312157,2854355,0.954857576738284
5,"Females",52,2.35085935392966,2854355,0.954857576738284
5,"Females",53,2.46257769040803,2854355,0.954857576738284
5,"Females",54,2.63922634210462,2854355,0.954857576738284
5,"Females",55,2.94000647877718,2854355,0.954857576738284
5,"Females",56,3.23887690029626,2854355,0.954857576738284
5,"Females",57,3.51578559755036,2854355,0.954857576738284
5,"Females",58,3.89868348582241,2854355,0.954857576738284
5,"Females",59,4.21283162856931,2854355,0.954857576738284
5,"Females",60,4.65206611386892,2854355,0.954857576738284
5,"Females",61,5.09034574159179,2854355,0.954857576738284
5,"Females",62,5.86473523632654,2854355,0.954857576738284
5,"Females",63,6.23808454883121,2854355,0.954857576738284
5,"Females",64,6.75752707057684,2854355,0.954857576738284
5,"Females",65,7.42306280156342,2854355,0.954857576738284
5,"Females",66,7.98165448395532,2854355,0.954857576738284
5,"Females",67,8.72835310896465,2854355,0.954857576738284
5,"Females",68,9.72235984634921,2854355,0.954857576738284
5,"Females",69,10.4833813350096,2854355,0.954857576738284
5,"Females",70,11.5690543997611,2854355,0.954857576738284
5,"Females",71,12.4656656643183,2854355,0.954857576738284
5,"Females",72,14.3075859298464,2854355,0.954857576738284
5,"Females",73,16.3939497350196,2854355,0.954857576738284
5,"Females",74,17.9599161608704,2854355,0.954857576738284
5,"Females",75,20.1035714206478,2854355,0.954857576738284
5,"Females",76,22.7046034596829,2854355,0.954857576738284
5,"Females",77,25.7496442719013,2854355,0.954857576738284
5,"Females",78,29.1919058360428,2854355,0.954857576738284
5,"Females",79,32.8270486306855,2854355,0.954857576738284
5,"Females",80,36.8555927469443,2854355,0.954857576738284
5,"Females",81,41.603144618487,2854355,0.954857576738284
5,"Females",82,47.2539917576242,2854355,0.954857576738284
5,"Females",83,54.7639465986708,2854355,0.954857576738284
5,"Females",84,62.228068276034,2854355,0.954857576738284
5,"Females",85,71.3670101429961,2854355,0.954857576738284
5,"Females",86,82.1884110601711,2854355,0.954857576738284
5,"Females",87,93.440452744455,2854355,0.954857576738284
5,"Females",88,107.876944447161,2854355,0.954857576738284
5,"Females",89,120.975680684857,2854355,0.954857576738284
5,"Females",90,136.595240925142,2854355,0.954857576738284
5,"Females",91,154.892221810601,2854355,0.954857576738284
5,"Females",92,175.19440360721,2854355,0.954857576738284
5,"Females",93,196.104829680202,2854355,0.954857576738284
5,"Females",94,221.045709584606,2854355,0.954857576738284
