"age","sex","location_code","cause","rate","measure","location_type"
37,"female",1,"all_cause_mortality",0.815617109355059,"deaths","imd_decile"
37,"male",1,"all_cause_mortality",1.5394480031985,"deaths","imd_decile"
38,"female",1,"all_cause_mortality",0.894138624542956,"deaths","imd_decile"
38,"male",1,"all_cause_mortality",1.66100719476454,"deaths","imd_decile"
39,"female",1,"all_cause_mortality",0.978069014260723,"deaths","imd_decile"
39,"male",1,"all_cause_mortality",1.78589058119997,"deaths","imd_decile"
40,"female",1,"all_cause_mortality",1.06978428549781,"deaths","imd_decile"
40,"male",1,"all_cause_mortality",1.93123146388829,"deaths","imd_decile"
41,"female",1,"all_cause_mortality",1.17423609991122,"deaths","imd_decile"
41,"male",1,"all_cause_mortality",2.08876881739281,"deaths","imd_decile"
42,"female",1,"all_cause_mortality",1.29855993265903,"deaths","imd_decile"
42,"male",1,"all_cause_mortality",2.26710891595839,"deaths","imd_decile"
43,"female",1,"all_cause_mortality",1.41944859930612,"deaths","imd_decile"
43,"male",1,"all_cause_mortality",2.44932940072472,"deaths","imd_decile"
44,"female",1,"all_cause_mortality",1.56331846985827,"deaths","imd_decile"
44,"male",1,"all_cause_mortality",2.65896775915431,"deaths","imd_decile"
45,"female",1,"all_cause_mortality",1.7075508045016,"deaths","imd_decile"
45,"male",1,"all_cause_mortality",2.88893059652627,"deaths","imd_decile"
46,"female",1,"all_cause_mortality",1.88424521825211,"deaths","imd_decile"
46,"male",1,"all_cause_mortality",3.155680286501,"deaths","imd_decile"
47,"female",1,"all_cause_mortality",2.07207080179706,"deaths","imd_decile"
47,"male",1,"all_cause_mortality",3.43412575695037,"deaths","imd_decile"
48,"female",1,"all_cause_mortality",2.25473198199474,"deaths","imd_decile"
48,"male",1,"all_cause_mortality",3.73252763225503,"deaths","imd_decile"
49,"female",1,"all_cause_mortality",2.48175499916583,"deaths","imd_decile"
49,"male",1,"all_cause_mortality",4.06528768893008,"deaths","imd_decile"
50,"female",1,"all_cause_mortality",2.70084566987074,"deaths","imd_decile"
50,"male",1,"all_cause_mortality",4.42312713769285,"deaths","imd_decile"
51,"female",1,"all_cause_mortality",2.95396287378918,"deaths","imd_decile"
51,"male",1,"all_cause_mortality",4.8525505861175,"deaths","imd_decile"
52,"female",1,"all_cause_mortality",3.2460681594788,"deaths","imd_decile"
52,"male",1,"all_cause_mortality",5.25724909187386,"deaths","imd_decile"
53,"female",1,"all_cause_mortality",3.52477727502566,"deaths","imd_decile"
53,"male",1,"all_cause_mortality",5.72386307810274,"deaths","imd_decile"
54,"female",1,"all_cause_mortality",3.85538883767234,"deaths","imd_decile"
54,"male",1,"all_cause_mortality",6.21624198091718,"deaths","imd_decile"
55,"female",1,"all_cause_mortality",4.20888786244485,"deaths","imd_decile"
55,"male",1,"all_cause_mortality",6.76731301850797,"deaths","imd_decile"
56,"female",1,"all_cause_mortality",4.57103320172004,"deaths","imd_decile"
56,"male",1,"all_cause_mortality",7.38249768293321,"deaths","imd_decile"
57,"female",1,"all_cause_mortality",4.99783792920825,"deaths","imd_decile"
57,"male",1,"all_cause_mortality",8.03306160145355,"deaths","imd_decile"
58,"female",1,"all_cause_mortality",5.39784103910423,"deaths","imd_decile"
58,"male",1,"all_cause_mortality",8.68844293638787,"deaths","imd_decile"
59,"female",1,"all_cause_mortality",5.87397165375199,"deaths","imd_decile"
59,"male",1,"all_cause_mortality",9.50492373435828,"deaths","imd_decile"
60,"female",1,"all_cause_mortality",6.36507179040202,"deaths","imd_decile"
60,"male",1,"all_cause_mortality",10.36067446169,"deaths","imd_decile"
61,"female",1,"all_cause_mortality",6.94204781883637,"deaths","imd_decile"
61,"male",1,"all_cause_mortality",11.2388792973064,"deaths","imd_decile"
62,"female",1,"all_cause_mortality",7.54305610153389,"deaths","imd_decile"
62,"male",1,"all_cause_mortality",12.2767741189046,"deaths","imd_decile"
63,"female",1,"all_cause_mortality",8.25410199814611,"deaths","imd_decile"
63,"male",1,"all_cause_mortality",13.319421270398,"deaths","imd_decile"
64,"female",1,"all_cause_mortality",8.9851364761631,"deaths","imd_decile"
64,"male",1,"all_cause_mortality",14.5771774129572,"deaths","imd_decile"
65,"female",1,"all_cause_mortality",9.77940723768684,"deaths","imd_decile"
65,"male",1,"all_cause_mortality",15.8626917280544,"deaths","imd_decile"
66,"female",1,"all_cause_mortality",10.8125101480018,"deaths","imd_decile"
66,"male",1,"all_cause_mortality",17.4194070853845,"deaths","imd_decile"
67,"female",1,"all_cause_mortality",11.8131713433058,"deaths","imd_decile"
67,"male",1,"all_cause_mortality",19.0363312603375,"deaths","imd_decile"
68,"female",1,"all_cause_mortality",12.9894462689651,"deaths","imd_decile"
68,"male",1,"all_cause_mortality",21.0780421240435,"deaths","imd_decile"
69,"female",1,"all_cause_mortality",14.4222529735051,"deaths","imd_decile"
69,"male",1,"all_cause_mortality",23.2239668846033,"deaths","imd_decile"
70,"female",1,"all_cause_mortality",15.9851733339477,"deaths","imd_decile"
70,"male",1,"all_cause_mortality",25.5743533608749,"deaths","imd_decile"
71,"female",1,"all_cause_mortality",17.8092362912979,"deaths","imd_decile"
71,"male",1,"all_cause_mortality",28.4860518054566,"deaths","imd_decile"
72,"female",1,"all_cause_mortality",19.9858747599733,"deaths","imd_decile"
72,"male",1,"all_cause_mortality",31.9571163047795,"deaths","imd_decile"
73,"female",1,"all_cause_mortality",22.0664447225532,"deaths","imd_decile"
73,"male",1,"all_cause_mortality",35.2526295415753,"deaths","imd_decile"
74,"female",1,"all_cause_mortality",24.8977466889555,"deaths","imd_decile"
74,"male",1,"all_cause_mortality",39.3027571299613,"deaths","imd_decile"
75,"female",1,"all_cause_mortality",27.8573448443001,"deaths","imd_decile"
75,"male",1,"all_cause_mortality",43.6347550977518,"deaths","imd_decile"
76,"female",1,"all_cause_mortality",31.5335980894187,"deaths","imd_decile"
76,"male",1,"all_cause_mortality",48.5833127192709,"deaths","imd_decile"
77,"female",1,"all_cause_mortality",35.7374756554673,"deaths","imd_decile"
77,"male",1,"all_cause_mortality",54.6578277658784,"deaths","imd_decile"
78,"female",1,"all_cause_mortality",40.3753905340467,"deaths","imd_decile"
78,"male",1,"all_cause_mortality",61.0710293511029,"deaths","imd_decile"
79,"female",1,"all_cause_mortality",46.4030885051442,"deaths","imd_decile"
79,"male",1,"all_cause_mortality",68.5895606558231,"deaths","imd_decile"
80,"female",1,"all_cause_mortality",52.319947455188,"deaths","imd_decile"
80,"male",1,"all_cause_mortality",76.4564552278132,"deaths","imd_decile"
81,"female",1,"all_cause_mortality",59.3370983602005,"deaths","imd_decile"
81,"male",1,"all_cause_mortality",85.7929985991556,"deaths","imd_decile"
82,"female",1,"all_cause_mortality",67.4720939537686,"deaths","imd_decile"
82,"male",1,"all_cause_mortality",96.9121211816121,"deaths","imd_decile"
83,"female",1,"all_cause_mortality",77.2063016511164,"deaths","imd_decile"
